content,sentimen,aspek
Aplikasinya mudah digunakan. Bisa sat set untuk urusan perbankan atau keuangan. Tampilan juga oke.,Positive,Transaksi
Keren ya bisa buka tabungan sesimpel ini lewat hp. Semoga aman dan semakin mempermudah transaksi juga proses menabung saya.,Positive,Transaksi
Registrasinya mudah. Beberapa kali transaksi gak ada kendala. Aplikasi mudah di gunakan dan history transaksi jg detail. So far oke wondr iniðŸ‘ðŸ»,Positive,Transaksi
"Aplikasinya bagus , keamanan data terlindungi , banyak promonya juga, Bisa tarik tunai Di ATM tanpa Kartu ATM , Banyak manfaatnya sih Ini....",Positive,Transaksi
Aplikasi mudah digunakan Dan mempermudah transaksi juga,Positive,Transaksi
"Mudah digunakan dan mudah dipahami juga, menunya juga tidak membuat bingung, bisa digunakan untuk bertransaksi juga, kurang lebih sama seperti mbanking BNI cuma ini versi modernnya. Terima kasih",Positive,Transaksi
aplikasinya bagus dan lancar untuk digunakan transaksi apapun ðŸ‘ðŸ‘,Positive,Transaksi
Mudah diakses transaksi jadi lebih praktis dan ga ribet,Positive,Transaksi
"memudahkan untuk transaksi , aplikasi mudah di gunakan â¤ï¸",Positive,Transaksi
Aplikasi yang bagus banget untuk transaksi gampang di gunakan dan gak ribet untuk daftar pun gampang makin lancar deh pakai aplikasi ini thank you ðŸ‘ðŸ¥°,Positive,Transaksi
Cara mudah bayar ini itu pake aplikasi wondr by BNI Sering dan banyak banget promo menarik transaksi palai wondr,Positive,Transaksi
"Sistemnya sudah bagus ,tidak ada bug atau eror .. transaksi jadi lebih cepat dan praktis ..",Positive,Transaksi
"Aplikasinya bagus dan mudah dijalani, beli apa aja ga ribet, bayar uang kuliah juga bisa. Ditingkatkan lagi pelayanannya ya ðŸ‘",Positive,Transaksi
"Gampang bangett dipakenya, simple, bayar apa apa jadi lebih cepettt. Sukaa pokoknyaa",Positive,Transaksi
Mempermudah hidup Bagus mudah transaksi dengan Wndr by BNI,Positive,Transaksi
"Aplikasi wondr tampilannya kekiniaan banget, memanjakan mata, dan memudahkan gen z bertransaksi. Banyal diskonnya juga kalo ke restoran belanja pakai qris wondr",Positive,Transaksi
aplikasinya sangat mudah digunakan. fiturnya sangat memudahkan transaksi finansial. terima kasih Wondr BNI,Positive,Transaksi
Aplikasi ini sangat membantu saya dalam mengatur tagihan dan pembayaran rutin.,Positive,Transaksi
Makin lama makin ga jelas. Bukannya mempermudah malah memperibet. Gw mau setor tunai by bni mobile banking diarih ke wonder tapi di wonder kagak ada pilihannya bahkan kurang lengkap. Jadi please maintenance nya .,Negative,Transaksi
Saya suka dengan fitur budgeting yang membantu saya mengelola keuangan dengan lebih baik.,Positive,Transaksi
"Menurut saya,aplikasi ini sangat membantu karna mudah digunakan. Fitur-fiturnya juga lengkap untuk segala aktivitas transaksi gampang diakses, dan yang paling penting proses pendaftaran dan verifikasinya gak ribet.",Positive,Transaksi
"Aplikasinya bagus, sangat membantu untuk transaksi dan cek saldo. Semua fitur mudah diakses tanpa ribet",Positive,Transaksi
"Menang di desain aja sih menurutku, lebih moderen aja. Tapi sayang g biaa buat tarik tunai tanpa kartu, payah",Positive,Transaksi
"pengalaman saya menggunakan Aplikasi Wonder by BNI memberikan pengalaman perbankan yang mudah dan praktis dengan antarmuka yang user-friendly. Fitur-fitur canggihnya, seperti transaksi cepat dan pemantauan keuangan yang terintegrasi, sangat membantu dalam mengelola keuangan sehari-hari.",Positive,Transaksi
"memiliki reputasi yang cukup baik, terutama di kalangan pengguna layanan digital banking. Aplikasi ini menawarkan fitur menarik seperti investasi, pembayaran, dan pengelolaan keuangan dalam satu platform. Namun, pastikan untuk membaca ulasan terbaru dari pengguna di App Store atau Play Store untuk mengetahui kelebihan dan kekurangan berdasarkan pengalaman mereka.",Positive,Transaksi
aplikasi sangat membantu sekali dalm melakukan transaksi,Positive,Transaksi
"Saya transfer ke bank lain berhasil, tp sebenernya gagal transfer dan saldo udh kepotong.",Negative,Transaksi
Untuk melihat riwayat transaksi masihlebih baik kaya aps lama & pembayaran LPG masih belum ada samoe sekarang.,Negative,Transaksi
Makin kesini makin parah bni..apa lagi dengan aplikasi wondr ini..banyak transaksi gagal tapi saldo auto kepotong..1 bulan ini saya sudah bikin 2 laporan. Dan butuh waktu 5 hari kerja untuk pemulihan.. sangat mengecewakan.. tolong di tutup aplikasi wondr ini sangat merugikan dan bikin traumah.,Negative,Transaksi
"Sebaiknya sebelum launching di maksimal in dulu. Ini aplikasi di unggulin tapi, menu kok biasa saja. Bahkan fiktur yang lagi banyak di gunain tidak ada. Contohnya tarik tunai atm tanpa kartu atau setor tunai . Mohon di tambahkan menu tersebut dan di update tanpa mengunakan OTP.",Negative,Transaksi
"Fiturnya kurang lengkap ,tidak ada buat setor tunai sama tarik tunai tanpa kartu....",Negative,Transaksi
"Mending BNI mobile yg dulu,aplikasi ini dikitÂ² dlm perbaikan,sering gagal transaksi garaÂ² perbaikan mulu",Negative,Transaksi
"Kalo app ini ga lbh baik dr app trdahulu knp dibuat..bni mobile bs mobile tunai, wondr ga bs..biar bs korupsi ya dr budget app baru..kbnykan korupsi lo smua.. #loll",Negative,Transaksi
"Notifikasi transaksi tidak realtime, selalu delay dari awal pakai.. semoga diperhatikan",Negative,Transaksi
"Bagusan aplikasi yg lama... Login ga bs, disuruh daftar mulu, giliran udah masuk muncul tulisan sesi sudah berakhir, mau cepet transaksi malah ribet... Kayaknya belum siap migrasi ini",Negative,Transaksi
"Menurutku versi ini malah banyak menampilkan laporan tak berguna ketimbang flow keuangan kita,.. Jujur yg lama lebih simple dan mudah digunakan. Nanti saya kasih bintang 5 kalau sudah lebih baik lgi",Negative,Transaksi
Tidak bisa tarik dan stor tunai,Positive,Transaksi
Tolong segera diperbaiki ditambah menu transaksi non kartu.,Positive,Transaksi
"Bni wondr sudah bagus,tolong di buat layanan tanpa kartu donk untuk penarikan dan setor tunai,terima kasih",Positive,Transaksi
"Aplikasi ini masih sering error, karna pengalaman saya 2x Tf ke Dana saldo BNI terpotong, saldo diakun Dana saya tidak bertambah. Msh enak pake aplikasi BNI mobile lama dari pada wondr, saya kecewa",Negative,Transaksi
Min knp gak bisa trf virtual account ke antam yah?,Negative,Transaksi
"Sumpah ribet mau buka rekening aja, tidak efisien, lewat online ga bisa katanya harus lewat mesin, dengan biaya awal pembukaan 500.000, dan di kantor cabang tajur bogor mesin eror harus ke juanda, di juanda antri. Ribettttttt!!!!!",Negative,Transaksi
"saya sudah kirim uang dan saldo berkurang, tapi penerima tidak menerima dananya.. Gk jelas nih apk",Negative,Transaksi
Apk lelet belum siap . Sial nya transaksi gagal tapi saldonya kepotong.,Negative,Transaksi
"Topup ewallet gak masuk ke akun tujuan saldonya, tapi saldo direkening sudah terpotong. Begitupun QRIS, status gagal tapi saldo terpotong. Telpon call center BNI dapat jawaban yang sangat memuaskan. Untuk topup dana bisa kembali ke rekening 5 hari kerja. Untuk QRIS yang gagal dana kembali ke rekening 20 hari kerja. Yang bermasalah sistem nya, nasabah yang disuruh tunggu berhari hari. Jadi slogan "" wondr bikin hidup lancar "" realistis gak menurut kalian ( BNI ) ? .",Negative,Transaksi
"Wondr ko ga jelas sih,,topup dana 100 status berhasil tapi saldo ga masuk ke dana,,tau tau saldo balik ke bni lagi. Pas coba topup lagi statusnya gagal tapi saldo kepotong dan ga balik lagi.",Negative,Transaksi
aplikaai ga jelas saya habis transfer tp dana nya ga masuk dan dana nya ga balik lagi ke saya jadi dana saya hilang gitu saja,Negative,Transaksi
klo emg apk nya blm siap.. Jgn suruh pke yg ini. Ke bank suruhny pake yang ini. Jd bingung sendiri. ðŸ˜” pls lah update. aku buka rek baru pke apk ini bingung kok minim fitur bgt. Trs laporan keluar sm masuk keuangan jg bikin bingung g bgt!,Negative,Transaksi
Knapa sih setiap mau cek saldo atau login selalu susah lama banget gtu,Negative,Transaksi
"Untuk jumlah uang yang tersimpan mohon di adain di history transaksi nya min, seperti di aplikasi mobile banking BNI, Agar pengguna tau jumlah uang masuk sama keluar Mohon di perbaiki",Positive,Transaksi
Ndk bisa tarik Tunai,Positive,Transaksi
Saya melakukan transaksi transfer dari bri ke wonder by bni....dan punya saya itu taplus bisnis...pas saya cek mutasi di bri transaksinya berhasil namun pada saat pengecekan di wonder by bni terkait saldonya kok kosong....dan saya pergi di center BNI tapi katanya tidak ada sama sekali transaksi yang dilakukan oleh akun saya...apakah saya melakukan pelaporan pada BRI atau BNI? Tolong bantuannya kak sebab uang krisis di perantauan kak...yang dimana uang gaji dan uang makan selama 1 bulan,Positive,Transaksi
"Untuk Developer dan para Tim resolusi wondr tolong diperbaiki lagi aplikasi nya... Saya sebagai pengguna BNI sangat kecewa dengan kualitas aplikasi ini. Saya kira bakal lebih bagus dari apk bni mobile sebelum nya... Karena saya selalu mendapat kiriman sms dari bni untuk instal apk ini, Tapi setelah saya instal baru saja selesai daftar dan close dari apk, Saya ingin bertransaksi lagi malah disuruh login ulang dan selalu stuck dengan peringatan ""Sesi anda telah berakhir""",Negative,Transaksi
"Cek transaksi 1 bulan. Saat pilih "" mulai tanggal ""bisa. Saat pilih "" sampai tanggal "" eror. Mulai tanggal nya ikut berubah.. Mohon di perbaiki",Negative,Transaksi
maaf kak . kok setelah aku pindah ke wonder orang yang mau TF ke aku ngga bisa pailid terus padahal no nya msh sama,Negative,Transaksi
Transaksi jadi lebih gampang,Positive,Transaksi
"Apk nya bagus lebih mudah,saran lebih di tingkatkan kan lgi kualitas ,dan fitur yang lebih baik lgi agar transaksi lebih aman dan nyaman, terimakasih",Positive,Transaksi
sewaktu saya pakai BNI mobile banking buat transfer ke ovo bisa. sekarang dialihkan ke wondr malah tidak bisa.,Negative,Transaksi
"kenapa ya ini susah sekali mau transaksi suruh masukin pin ,salah ,aku klik lupa sandi trs aku ganti pin nya , trus mau transaksi lagi pin wondr nya salah ,aku klik lupa sandi aku ganti trus aku mau transaksi lg disuruh mskin pin transaksi itu pin baru aku ganti td aku masuki salah lagi , ini repot sekali ya ....hadehhhhhhh yg ribet aku nya atau emang ini apk nya yg ribet",Negative,Transaksi
"Tolong lengkapi lagi. Seperti di BNI mobile banking, seperti mutasi rekeningnya. Di BNI Mobile bangking setiap transakasi ada sisa saldonya, sedangkan di wondr tidak ada. Dan ada sebagian transaksi yang tidak muncul. Untuk rekeningku di BNI Mobile Bangking ada banyak menu, seperti pinjama, simponi dan lain lain. Di wondr gag ada sama sekali. Aplikasi baru tapi tidak mempertahankan aplikasi sebelumnya. Mohon untuk di perbaharui. Kalau tidak mungkin bayak yg bakalan pindah. BRI kyaknya lebih.",Negative,Transaksi
Ga bisa tarik tunai tanpa kartu ðŸ˜”,Negative,Transaksi
"Saya ngirim uang ke mandiri pada tanggal 26 NOV 2024 gagal tapi uang tidak kembali dan tidak ada tindakan, mohon di tindak lanjutðŸ™",Negative,Transaksi
"gapaham banget kenapa harus ada dua aplikasi berbeda. Mau tarik tunai tanpa kartu gabisa di wondr sedih bangett hrs punya aplikasi bni mobile lagi, daftar lagi :)",Negative,Transaksi
Wonder harus segera berbenah kalau misalkan belum siap jangan coba untuk transform ga jelas malah bikin repot nasabah dalam bertransaksi. Gunakan yg lama saja,Negative,Transaksi
Transaksi pulsa tidak berhasil tapi saldo saya kesedot gimana se,Negative,Transaksi
"Maaf d hapus, ga bisa transaksi qris & VA pake wondr bni, sebelah di my bca lancar... Sepertinya bank bumn harus lebih mematangkan aplikasi mobile agar bisa bersaing & kenyamanan nasabah, bukan ikut2an ala digital masih mentah... tks sukses selalu bni, belajar lagi ya IT nya",Positive,Transaksi
Boleh ga sih kalau maintenance itu di jam-jam ga sibuk transaksi?? Semisal di jam tengah malam. Pas lagi perluÂ²nya malah ga bisa login. Perbaikan mulu.,Negative,Transaksi
"Gangguan trus lagi dan lagi pdahal lgi butuh bgt transaksi, tlg diperbaiki secepatnya agar bisa menyenangkan para nasabah â˜ºï¸",Negative,Transaksi
"Mungkin banyak yg kecewa saat peningkatan sistem saat tgl 25 nov kemarin, tetapi sekarang untuk login sudah kembali normal, Verifikasi saat ingin login di aplikasi nya simpel hnya menggunakan psw yg bsa di ganti biometrik dan pin utk transaksi,, untuk buka blokir dan lupa pin kartu debit pun bisa di aplikasi ini, tdk perlu repot buat tlpn"" kesana kesini, kemarin saya coba utk ganti nomer telpon ataupun email pun bisa akses sendiri tanpa harus ke CS. KEREN !!!",Positive,Transaksi
"login sdh lumayan gampang. tapi fiturnya masi kalah dg app yg lama. saran untuk fitur mutasi tetep ada dong. kalau bisa sama dg yg sebelumnya jg udah oke banget bisa liat nisa saldo dan lain2. fitur yg disini jg sdh oke. tapi ya gitu masi bagusan yg lama.. suka tiba2 logout sendiri juga :) kek, aku mau bayar. kok ke log out..",Positive,Transaksi
"Sempat sudah terdaftar di aplikasi wonder ini,dan sudah beberapa kali transaksi. Cukup bagus dan simpel,serta bisa melihat riwayat transaksi walaupun sudah lama. Namun disayangkan,kok bisa keluar sendiri. Beberapa kali di daftar ulang, susahnya minta ampun, tidak bisa berhasil... setelah beberapa kali gagal, besok nya di coba lagi, tetap tidak bisa di konfirmasi. Mohon untuk tidak di persulit, agar saya bisa menggunakan aplikasi ini lagi.ðŸ™",Positive,Transaksi
Aplikasi kurang baik.. Mau buka rekening aja susah .,Negative,Transaksi
"Gabisa transaksi apa2, tolol !",Negative,Transaksi
Tambah kan fitur setor tunai dan tarik tunai tanpa kartu,Positive,Transaksi
"Sudah download, ikuti prosedur pendaftaran, transaksi. Koq, malah, harus daftar ulang dari awal lagi. Butut.",Negative,Transaksi
Gabisa tarik tunai tanpa kartu,Negative,Transaksi
"sumpah punya gua kok error mulu ya buat tf, tulisan ""transaksi belum berhasil"" hadehhh gak jelas banget perbaiki lah min , bingung ini mau tf ke orang",Negative,Transaksi
Di update lagi untuk narik tanpa kartu,Negative,Transaksi
"aplikasi anjeng, mau transfer pun dari tadi nggak bisa bisa babiiiiiii",Negative,Transaksi
"Kelemahan terbesar aplikasi ini dibandingkan yang lama itu di transfer dan top up nya. Uang gk langsung masuk ke dalam e-wallet, ada jeda sekitar 30-1 jam an dan bahkan bisa sampai berjam jam. Setelah update kok malah makin lama. 1-2x sih mungkin ada masalah tapi ini 3x udah sama aja",Negative,Transaksi
Saya kira waktu maintenance kemarin akan ada fitur tambahan seperti tarik tunai tanpa kartu... Ternyata masih belum ditambahkan fitur itu... Sedikit kecawa,Negative,Transaksi
"Aplikasinya histori transaksi nya muncul H+1 buat usaha jd agak rumit yak, ngecekÂ² transaksi masuk",Negative,Transaksi
"mending BNI mobile nya,,aplikasi ga jelas wonder byar VA gagal trus,,BNI mobile ny malah ga bisa login lgi",Negative,Transaksi
"Aplikasi gak bisa di pakai untuk tarik tunai tanpa ATM, sekarang pake verifikasi foto KTP segala padahal dah daftar di cs cukup (biar kita lebih kenal katanya).. makin berserakan aplikasi minta foto KTP kita dahh.... Duhh masa perbaknknya juga",Negative,Transaksi
Sudah pernah pakai transaksi transfer. bbrp hari mau coba lagi kenapa harus verifikasi data lagi.,Positive,Transaksi
"kurang worth it,loading terus, setiap mau transaksi harus di ulang"", ada kendala setiap mau di pake, TF ke beda bank gabisa, lemot, dalam perbaikan terus kalo mau buka, lebih di perbaiki lagi ya",Negative,Transaksi
"Lebih buruk dari yang dibayangkan, masi mendingan apk lama BNI mobile. Transaksi dana link aja dll dibatasi 1jta, tidak ada riwayat sisa saldo sesudah transaksi",Negative,Transaksi
aplikasinya bikin susah. emang lebih simpel. tapi di batasi. sedangkan akun lama transfer dana shopee pay ovo bisa 1 hari 10 jt. nah sekarang di batasi jadi 1 jt. kita nie mau jualan bukan hanya sekedar tabungan. uang hendak di putarÂ². makin nyusahin sumpah. dana banyak masuk tapi gak bisa di keluarkan situ mau makam uang atau gimana? apk bni lama bisa loh ya. gak usah sok iye lah,Negative,Transaksi
Ini knp lambat sekali yah.. Mau transaksi jadi tidak bisa.. Bisa dipercepat kah perbaikan sistemnya. Makasih,Negative,Transaksi
"Kenapa gak bisa transfer ke bank yang lain, kenapa ?? Mohon segera perbaiki.",Negative,Transaksi
"KAPAN SIH BISA TARIK TUNAI TANPA KARTU DI APLIKASI INI, kemaren disuruh UNINSTAL AJA MOBILE BANKINGnya sama CSnyaa, eh ternyata disini malah GAK BISA CARDLESS,,, LAMAÂ² TARIK AJAA DEH SEMUA DANA DI BNI ini...",Negative,Transaksi
Sangat membantu dalam memperbaiki layanan keuangan,Positive,Transaksi
"Tidak ada menu cetak transaksi, mgkn kedepannya perlu diperbaiki utk menyediakan menu cetak transaksinya agar dpt digunakan sbgi alat bukti yg membutuhkan",Negative,Transaksi
